"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"result.60",0.00725222675101688,0.0151962815760882,0,7.94405482507133e-05,0.0211821822634353,0,0.000139299555124184,0.0155098258910729,0,8.25759914005598e-05,0.0115199964973343,0,4.26776974631738e-05
"result.61",0.000447769817939093,0.0160068534581441,0,0.00015559083640205,0.0217555848282846,0,0.000213078150103456,0.0159254300112094,0,0.000154776601932703,0.0141318796425409,0,0.000136841098246018
"result.62",-0.00518014501291965,0.016383926322554,0,0.000215640713354737,0.0207634630511981,0,0.000259436080641178,0.0151957226191365,0,0.000203758676320562,0.0145346161252959,0,0.000197147611382156
"result.63",-0.00376550556334917,0.0157094797909494,0,0.000194749853542986,0.0207022550976504,0,0.000244677606609996,0.0151519148188036,0,0.000189174203821527,0.0166474286686551,0,0.000204129342320043
"result.64",-0.00810289879901501,0.0156577262052124,0,0.000237606250042275,0.0202642386209408,0,0.000283671374199559,0.0148395831586358,0,0.000229424819576508,0.018724708472881,0,0.00026827607271896
"result.65",0.000185784627915473,0.0153879846287666,0,0.000152022000008511,0.0213855488882868,0,0.000211997642603713,0.0156708394531512,0,0.000154850548252357,0.0199328421554625,0,0.000197470575275471
"result.66",-0.0063543274862008,0.0161415339295488,0,0.000224958614157496,0.0204557749831411,0,0.000268101024693419,0.0149831220652699,0,0.000213374495514707,0.015990080995401,0,0.000223444084816018
"result.67",-0.0185407939056846,0.0155171704938155,0,0.000340579643995002,0.0208253735888876,0,0.000393661674945723,0.0152640622370197,0,0.000338048561427044,0.019267610847713,0,0.000378084047533976
"result.68",-0.00083376349505841,0.0158487120719641,0,0.000166824755670226,0.0282781387800995,0,0.000291119022751579,0.0206918422254868,0,0.000215256057205453,0.0166229554219726,0,0.00017456718917031
"result.69",-0.0104147369923545,0.0207156050730006,0,0.000311303420653552,0.0263487707551003,0,0.000367635077474549,0.0192774566221545,0,0.000296921936145091,0.0125998603842774,0,0.00023014597376632
"result.70",-0.00131297075326328,0.0195029587731952,0,0.000208159295264585,0.0271049916665469,0,0.000284179624198102,0.0198436090677032,0,0.000211565798209665,0.0144697687255686,0,0.000157827394788319
"result.71",-0.00379520265908938,0.0199853971487656,0,0.00023780599807855,0.0254368143311376,0,0.00029232016990227,0.0186122598827546,0,0.00022407462541844,0.0146227436291966,0,0.00018417946288286
"result.72",0.00227356907053728,0.0188695960390035,0,0.000165960269684662,0.0243060833389515,0,0.000220325142684142,0.0177816298911633,0,0.00015508060820626,0.0109233010347154,0,8.64973196417813e-05
"result.73",2.4771481378997e-05,0.0181067606086955,0,0.000180819891273166,0.0231435852866134,0,0.000231188138052344,0.016919860868633,0,0.00016895089387254,0.00979622385310819,0,9.7714523717292e-05
"result.74",0.00732279814363346,0.0173083722732841,0,9.98557412965063e-05,0.0220151919693067,0,0.000146923938256732,0.0160892516144252,0,8.76645347079179e-05,0.0108789355921104,0,3.55613744847694e-05
"result.75",-0.000569518409261186,0.0165392346614013,0,0.000171087530706625,0.0224254134383562,0,0.000229949318476174,0.0163824996633826,0,0.000169520180726438,0.0130592860059622,0,0.000136288044152234
"result.76",-0.0081530481084398,0.0168045849435927,0,0.000249576330520325,0.0214133055242877,0,0.000295663536327275,0.0156284147479851,0,0.000237814628564249,0.0125684307929603,0,0.000207214789014001
"result.77",-5.33946061240411e-06,0.0161101545462472,0,0.000161154940068596,0.0222552024832226,0,0.00022260541943835,0.0162521773446198,0,0.000162575168052322,0.0119258001180569,0,0.000119311395786693
"result.78",0.00529982199850138,0.0166812519760882,0,0.000113814299775868,0.0212524019195179,0,0.000159525799210165,0.0155053467056389,0,0.000102055247071375,0.011479305764901,0,6.1794837663996e-05
"result.79",-0.000898079485557219,0.0159903730771802,0,0.000168884525627374,0.0211280360379729,0,0.000220261155235302,0.0154286533855772,0,0.000163267328711344,0.0129747419213757,0,0.000138728214069329
"result.80",0.00335140176940847,0.0159143618966979,0,0.000125629601272895,0.0203004879745953,0,0.000169490862051869,0.0148121192979609,0,0.000114607175285524,0.0142837527166577,0,0.000109323509472493
"result.81",-0.000252713008480416,0.0153349943976835,0,0.000155877074061639,0.0199002131201596,0,0.0002015292612864,0.0145100481585145,0,0.000147627611669949,0.0155413971762002,0,0.000157941101846806
"result.82",0.00171395783787307,0.015042639692517,0,0.000133286818546439,0.0192207624563831,0,0.0001750680461851,0.0140089830877479,0,0.000122950252498749,0.0131098387122037,0,0.000113958808743307
"result.83",0.00265823815435071,0.0145640525348298,0,0.000119058143804791,0.018738268987918,0,0.000160800308335673,0.0136429587092174,0,0.000109847205548667,0.0137540103111249,0,0.000110957721567742
"result.84",-0.00244951274640276,0.0142121212616999,0,0.000166616340081027,0.0183325435887547,0,0.000207820563351575,0.0134221644928542,0,0.000158716772392569,0.0141043547229671,0,0.000165538674693699
"result.85",-0.00749415762653928,0.0139970655154329,0,0.000214912231419722,0.0180347186199737,0,0.00025528876246513,0.013204022228267,0,0.000206981798548063,0.0196332175027223,0,0.000271273751292616
"result.86",-0.0224626317600245,0.0138439662458509,0,0.000363065980058755,0.0193992815720042,0,0.000418619133320288,0.0142035262209652,0,0.000366661579809898,0.0209939111608222,0,0.000434565429208467
"result.87",-0.00994164599818869,0.0150232010036788,0,0.000249648470018675,0.0304967387458385,0,0.000404383847440272,0.0223750259525274,0,0.000323166719507161,0.0327792167760848,0,0.000427208627742735
"result.88",0.00942101959796796,0.0223075921784854,0,0.000128865725805175,0.0301860712928338,0,0.000207650516948658,0.0221470295893365,0,0.000127260099913686,0.034134731200048,0,0.0002471371160208
"result.89",0.029004224844682,0.0221454290321859,1,0.00679020785437122,0.0298207991263144,0,8.16574281632323e-06,0.0218618140476506,1,0.00707098668906115,0.0378988074150399,0,8.8945825703579e-05
"result.90",0.00193348157411576,0.022237268230846,0,0.000203037866567303,0.0426566702335385,0,0.000407231886594227,0.0312495425928649,0,0.000293160610187492,0.0351285304375395,0,0.000331950488634238
"result.91",-0.020429812963265,0.0301311594614262,0,0.000505609724246912,0.0386972286379808,0,0.000591270416012458,0.0283322503449759,0,0.000487620633082409,0.0332505972297881,0,0.000536804101930531
"result.92",0.00778220303065327,0.0277812506626347,0,0.000199990476319815,0.0420269742727968,0,0.000342447712421436,0.0307923148676176,0,0.000230101118369644,0.0309644466396506,0,0.000231822436089973
"result.93",-0.0115000535257584,0.0298350614983676,0,0.00041335115024126,0.039159366273112,0,0.000506594197988705,0.0286854976092032,0,0.000401855511349616,0.0292837157294983,0,0.000407837692552567
"result.94",-0.00125619570214342,0.0280940167096375,0,0.00029350212411781,0.0379794231572197,0,0.000392356188593632,0.0278834544135512,0,0.000291396501156946,0.0236647869805964,0,0.000249209826827398
"result.95",0.00389564491310905,0.0271985706782729,0,0.000233029257651639,0.0346414553017902,0,0.000307458103886812,0.0254007956750666,0,0.000215051507619576,0.0197987610880332,0,0.000159031161749242
"result.96",0.00379164668845238,0.024986539001624,0,0.000211948923131716,0.0319615582676088,0,0.000281699115791564,0.0234297398676104,0,0.00019638093179158,0.0231131398356226,0,0.000193214931471702
"result.97",0.00112637553431195,0.0232602127043791,0,0.000221338371700671,0.0297173603074435,0,0.000285909847731316,0.0217785103370282,0,0.000206521348027163,0.0178380467011507,0,0.000167116711668388
"result.98",-0.0021116185984683,0.0216713208470409,0,0.000237829394455093,0.0273755314302682,0,0.000294871500287365,0.0200577988195463,0,0.000221694174180147,0.014221745396533,0,0.000163333639950013
"result.99",-0.00613243856373399,0.0201587485435155,0,0.000262911871072495,0.0255503364400526,0,0.000316827750037866,0.018693033316956,0,0.0002482547188069,0.0161528931326202,0,0.000222853316963543
"result.100",0.00779769684101237,0.0189114758147682,0,0.000111137789737558,0.0248325414855317,0,0.000170348446445194,0.018163133842236,0,0.000103654370012236,0.0191640828971842,0,0.000113663860561718
"result.101",-0.00524462050520472,0.0184551474861152,0,0.000236997679913199,0.0248970316425307,0,0.000301416521477355,0.0181937324094543,0,0.000234383529146591,0.0193443299144818,0,0.000245889504196865
"result.102",-0.0134015025410109,0.0184757640056503,0,0.000318772665466613,0.0240654472804506,0,0.000374669498214616,0.0175893215048229,0,0.000309908240458338,0.0203094609553105,0,0.000337109634963214
"result.103",0.00116672009241605,0.0180248229994291,0,0.000168581029070131,0.0272170142372677,0,0.000260502941448517,0.0199123425279168,0,0.000187456224355007,0.0225127692924687,0,0.000213460492000527
"result.104",-0.00541646500192785,0.0200560625900934,0,0.000254725275920213,0.0253848237725002,0,0.00030801288774428,0.0185480252462537,0,0.000239644902481816,0.0226209619745603,0,0.000280374269764882
"result.105",0.000933908530981753,0.018827082373214,0,0.000178931738422322,0.0245311635697549,0,0.000235972550387732,0.017940287409975,0,0.000170063788789932,0.0225061008629623,0,0.000215721923319806
"result.106",0.0110361643761511,0.0182556195742691,0,7.219455198118e-05,0.0230910883687455,0,0.000120549239925944,0.0168875754634678,0,5.85141108731664e-05,0.0225735584485349,0,0.000115373940723838
"result.107",0.000715620540638696,0.0173240205128096,0,0.000166083999721709,0.0251221601682465,0,0.000244065396276078,0.0183737278818701,0,0.000176581073412314,0.0233822057396296,0,0.000226665851989909
"result.108",0.0017726084719018,0.018657944240438,0,0.000168853357685362,0.0235974321038237,0,0.000218248236319219,0.0172565050154669,0,0.000154838965435651,0.0209486554630232,0,0.000191760469911214
"result.109",-0.00875455218811634,0.0176217059196304,0,0.000263762581077468,0.0223988799298778,0,0.000311534321179942,0.0163736178065755,0,0.000251281699946919,0.0287474145162676,0,0.00037501966704384
"result.110",0.0134919374636713,0.0168231675478481,0,3.33123008417681e-05,0.0233995441312116,0,9.90760666754034e-05,0.0171316050940288,0,3.63966763035754e-05,0.0312379849265128,0,0.000177460474628415
"result.111",-0.000530296302238423,0.0175337593265752,0,0.000180640556288136,0.0266998095311334,0,0.000272301058333718,0.0195574723586978,0,0.000200877686609363,0.0368993239618689,0,0.000374296202641074
"result.112",0.0282189629884139,0.0197373173697244,1,0.00839682916250264,0.0249153800709847,1,0.0032705470882549,0.0182572619551717,1,0.00986208402290977,0.0349751302204524,0,6.75616723203847e-05
"result.113",-0.00827575186919374,0.0186766184152489,0,0.000269523702844427,0.0392886374445343,0,0.00047564389313728,0.028869039429521,0,0.000371447912987148,0.0398996926475164,0,0.000481754445167101
"result.114",0.0359455356411115,0.0281039127457419,1,0.00776320666641593,0.0368292973636665,0,8.8376172255502e-06,0.0270754800416391,1,0.00878135504347762,0.0600468901961406,0,0.000241013545550292
"result.115",-0.0295513147471572,0.0272715602563878,0,0.00056822875003545,0.0543862369474829,0,0.000839375516946401,0.0400102033263225,0,0.000695615180734797,0.0584529802607037,0,0.000880042950078609
"result.116",-0.0182311519570938,0.0385068211393431,0,0.000567379730964369,0.0607093927229375,0,0.000789405446800313,0.0447046185774433,0,0.000629357705345371,0.0534414096289808,0,0.000716725615860746
"result.117",0.0055378221642638,0.0418882871638786,0,0.000363504649996148,0.0581654759482662,0,0.000526276537840025,0.042851655448473,0,0.000373138332842092,0.047399349267927,0,0.000418615271036632
"result.118",-0.0220187673352948,0.0401254062941305,0,0.000621441736294254,0.051930585437849,0,0.000739493527731439,0.0382518014860053,0,0.000602705688213001,0.03826604130699,0,0.000602848086422848
"result.119",0.0187028744404566,0.0363941092025541,0,0.000176912347620976,0.053238962352543,0,0.000345360879120864,0.0392722035619026,0,0.000205693291214461,0.0344584562501851,0,0.000157555818097285
"result.120",-0.00180293381665695,0.0371715497650129,0,0.000389744835816699,0.0523845195880602,0,0.000541874534047172,0.0386202450949799,0,0.000404231789116369,0.0348776799980115,0,0.000366806138146685
"result.121",-0.00208377240254995,0.0365703051084054,0,0.000386540775109554,0.0467090340295575,0,0.000487928064321075,0.0344500400927187,0,0.000365338124952687,0.0249813122347788,0,0.000270650846373288
"result.122",0.00313795233723556,0.032923864545829,0,0.000297859122085934,0.0418298084938437,0,0.000386918561566082,0.0308178478294221,0,0.000276798954921865,0.0158646731049785,0,0.00012726720767743
"result.123",-0.0030297494054418,0.0297081294799355,0,0.000327378788853773,0.0376436569616736,0,0.000406734063671154,0.0277106615828584,0,0.000307404109883002,0.0168946684509521,0,0.000199244178563939
"result.124",0.00261259338090793,0.0269237612600293,0,0.000243111678791214,0.0339391696658436,0,0.000313265762849357,0.0249798119066006,0,0.000223672185256927,0.0175343859224384,0,0.000149217925415305
"result.125",0.00188213056850253,0.0244162060851423,0,0.000225340755166398,0.0306393272940975,0,0.00028757196725595,0.0225293616719566,0,0.000206472311034541,0.0119713738891605,0,0.00010089243320658
"result.126",0.00308041051380128,0.022181795425162,0,0.000191013849113607,0.0277190016237951,0,0.000246385911099938,0.0203661263741165,0,0.000172857158603152,0.0110846506937392,0,8.00424017993793e-05
"result.127",0.0033917644768692,0.0201818643547043,0,0.000167900998778351,0.0253977192331157,0,0.000220059547562465,0.018645205473833,0,0.000152534409969638,0.0131724505225677,0,9.78068604569846e-05
"result.128",-0.00544812744160756,0.0187082705828558,0,0.000241563980244634,0.0237177246698871,0,0.000291658521114946,0.0173864031589623,0,0.000228345306005698,0.0126768803470796,0,0.000181250077886872
"result.129",0.0100943544714519,0.017626954470721,0,7.5325999992692e-05,0.0230738566545627,0,0.000129795021831109,0.0168935234358079,0,6.7991689643561e-05,0.0140931978790277,0,3.99884340757589e-05
"result.130",0.000385342318793663,0.0174255388739866,0,0.000170401965551929,0.0250375180812118,0,0.000246521757624182,0.0183504071334175,0,0.000179650648146239,0.0165035232894368,0,0.000161181809706432
"result.131",-0.00153508146166076,0.0185847206030516,0,0.000201198020647124,0.0232449381080729,0,0.000247800195697337,0.0170114437905733,0,0.000185465252522341,0.0124060568037905,0,0.000139411382654513
"result.132",0.00078405705607833,0.0173766137006979,0,0.000165925566446196,0.0219163810826541,0,0.000211323240265758,0.0160211373096392,0,0.000152370802535608,0.0126380902175427,0,0.000118540331614644
"result.133",-0.0105404934364989,0.0164397363352791,0,0.00026980229771778,0.0207920117421435,0,0.000313325051786425,0.0151802361704129,0,0.000257207296069118,0.0134914174327818,0,0.000240319108692807
"result.134",-0.00160226303259466,0.015751850661637,0,0.000173541136942317,0.0237217021592871,0,0.000253239651918817,0.0173579653228534,0,0.000189602283554481,0.0167146614122302,0,0.000183169244448249
"result.135",-0.00338048895258764,0.0177135058137807,0,0.000210939947663684,0.0223063132525807,0,0.000256868022051684,0.016313912056286,0,0.000196944010088737,0.0161971484765715,0,0.000195776374291592
"result.136",0.0170306775806679,0.0167357500641216,1,0.000291978241380826,0.0214690737832706,0,4.43839620260268e-05,0.0157058779776504,1,0.00131155160698732,0.0160653152315788,1,0.000955708725598208
"result.137",0.0104311974792843,0.0162520305399951,0,5.82083306071088e-05,0.0291481176254329,0,0.000187169201461487,0.0213563488119009,0,0.000109251513326167,0.0169347606306403,0,6.50356315135601e-05
"result.138",0.00253652762160393,0.0213996153939249,0,0.00018863087772321,0.0294906805695233,0,0.000269541529479194,0.0216013229856998,0,0.000190647953640959,0.0151318110058227,0,0.000125952833842188
"result.139",-0.00249964163373337,0.0215784507457002,0,0.000240780923794336,0.0270583046362862,0,0.000295579462700196,0.0198080358913116,0,0.00022307677525045,0.016021081618284,0,0.000185207232520174
"result.140",0.00438819779009604,0.0199698485076922,0,0.000155816507175962,0.0251289276450896,0,0.000207407298549936,0.0183816234546772,0,0.000139934256645812,0.0156993576280016,0,0.000113111598379055
"result.141",-0.000751634464596444,0.0186570512400621,0,0.000194086857046586,0.0239792915434358,0,0.000247309260080323,0.0175248688372981,0,0.000182765033018946,0.0145293383772369,0,0.000152809728418334
"result.142",0.00192832753357886,0.0178685381772041,0,0.000159402106436253,0.0224694782315575,0,0.000205411506979786,0.0164139887662691,0,0.000144856612326902,0.0142145896342853,0,0.000122862621007065
"result.143",-0.00707690915324208,0.016805026606427,0,0.000238819357596691,0.021314286459739,0,0.000283911956129811,0.0155746015679231,0,0.000226515107211652,0.0140903152008818,0,0.000211672243541239
"result.144",0.0122029245740289,0.0160658375903822,0,3.86291301635324e-05,0.0220885116788308,0,9.88558710480185e-05,0.0161454068099959,0,3.942482235967e-05,0.0143413007250714,0,2.13837615104253e-05
"result.145",0.00798176592610528,0.0166084659270282,0,8.62670000092297e-05,0.0256735212840926,0,0.000176917553579873,0.0187642529244204,0,0.000107824869983152,0.0125808380585326,0,4.59907213242733e-05
"result.146",0.0011362827626639,0.0190080856093218,0,0.000178718028466579,0.0256868946210905,0,0.000245506118584266,0.0187706724234105,0,0.000176343896607466,0.0137343210125991,0,0.000125980382499352
